control_value,R,G,B,W
0.376,736,789,666,2196
0.377,736,790,667,2198
0.378,736,790,667,2198
0.379,736,791,668,2200
0.38,736,791,669,2200
0.381,736,791,669,2201
0.382,736,792,670,2202
0.383,736,792,671,2204
0.384,736,793,671,2205
0.385,736,793,671,2205
0.386,736,794,672,2207
0.387,736,794,673,2209
0.388,736,795,674,2209
0.389,736,795,674,2210
0.39,736,795,675,2212
0.391,736,796,676,2213
0.392,736,796,676,2214
0.393,736,797,677,2215
0.394,736,797,678,2216
0.395,736,797,678,2216
0.396,736,798,679,2218
0.397,736,799,680,2220
0.398,736,799,680,2220
0.399,736,799,681,2221
0.4,736,800,682,2224
0.401,736,800,683,2225
0.402,736,801,683,2226
0.403,736,801,684,2227
0.404,736,801,684,2227
0.405,736,802,685,2229
0.406,736,803,686,2231
0.407,736,803,686,2231
0.408,736,803,687,2232
0.409,735,804,688,2233
0.41,735,804,688,2234
0.411,735,804,689,2235
0.412,735,805,689,2235
0.413,735,805,690,2237
0.414,735,806,691,2239
0.415,735,806,691,2240
0.416,735,807,692,2241
0.417,735,807,692,2242
0.418,735,807,693,2242
0.419,735,808,694,2244
0.42,735,808,694,2244
0.421,735,809,695,2246
0.422,735,809,696,2247
0.423,735,809,696,2248
0.424,735,810,697,2249
0.425,735,810,698,2250
0.426,735,811,698,2251
0.427,735,811,699,2252
0.428,735,812,700,2254
0.429,735,812,700,2254
0.43,735,812,701,2256
0.431,735,813,701,2256
0.432,735,813,702,2257
0.433,734,814,703,2258
0.434,734,814,704,2260
0.435,734,814,704,2261
0.436,734,815,705,2262
0.437,734,815,705,2263
0.438,734,815,705,2263
0.439,734,816,706,2265
0.44,734,816,706,2265
0.441,734,817,708,2267
0.442,734,817,708,2268
0.443,734,818,709,2269
0.444,734,818,709,2270
0.445,734,818,710,2271
0.446,734,819,710,2272
0.447,734,819,711,2274
0.448,734,820,712,2275
0.449,734,820,713,2276
0.45,734,821,713,2277
0.451,734,822,715,2280
0.452,734,822,715,2280
0.453,734,822,716,2281
0.454,734,823,716,2282
0.455,734,823,716,2282
0.456,734,823,718,2284
0.457,734,824,719,2286
0.458,733,824,719,2286
0.459,733,825,719,2287
0.46,733,825,720,2288
0.461,733,825,720,2288
0.462,733,826,721,2290
0.463,733,827,722,2292
0.464,733,827,723,2293
0.465,733,827,723,2293
0.466,733,827,724,2295
0.467,733,828,724,2295
0.468,733,828,725,2297
0.469,733,829,726,2298
0.47,733,829,726,2299
0.471,733,829,727,2300
0.472,733,830,728,2301
0.473,733,830,728,2301
0.474,733,831,729,2303
0.475,733,832,730,2305
0.476,733,832,730,2305
0.477,733,832,731,2307
0.478,733,832,731,2307
0.479,733,833,732,2308
0.48,733,833,733,2310
0.481,733,834,734,2311
0.482,733,834,734,2312
0.483,733,835,735,2313
0.484,732,835,735,2314
0.485,732,835,736,2314
0.486,732,836,736,2316
0.487,732,836,737,2318
0.488,732,837,738,2318
0.489,732,837,738,2319
0.49,732,837,739,2320
0.491,732,837,739,2320
0.492,732,838,740,2322
0.493,732,839,741,2324
0.494,732,839,741,2324
0.495,732,839,742,2325
0.496,732,840,743,2326
0.497,732,841,744,2329
0.498,732,841,744,2329
0.499,732,841,744,2329
0.5,731,843,748,2334
0.501,730,846,753,2342
0.502,729,847,756,2346
0.503,729,848,758,2348
0.504,728,849,758,2349
0.505,728,848,758,2348
0.506,728,849,758,2349
0.507,728,849,759,2349
0.508,728,849,759,2349
0.509,727,850,761,2352
0.51,727,850,760,2351
0.511,727,849,760,2350
0.512,726,850,762,2353
0.513,726,850,762,2353
0.514,726,851,763,2354
0.515,726,851,763,2354
0.516,726,851,763,2354
0.517,725,852,765,2356
0.518,725,851,763,2354
0.519,725,852,766,2358
0.52,724,852,767,2358
0.521,724,853,768,2360
0.522,724,854,768,2361
0.523,724,853,768,2360
0.524,724,853,767,2359
0.525,723,854,769,2361
0.526,723,855,771,2363
0.527,723,853,769,2360
0.528,723,853,769,2360
0.529,722,854,770,2361
0.53,722,854,770,2362
0.531,722,854,771,2363
0.532,722,855,771,2363
0.533,721,855,772,2364
0.534,722,855,772,2365
0.535,721,855,773,2365
0.536,720,856,774,2367
0.537,720,856,774,2367
0.538,720,856,775,2368
0.539,720,856,775,2368
0.54,720,857,776,2369
0.541,719,857,776,2369
0.542,719,857,777,2370
0.543,719,857,777,2370
0.544,718,858,779,2372
0.545,718,858,779,2372
0.546,718,858,779,2373
0.547,718,858,780,2373
0.548,717,859,780,2373
0.549,717,859,782,2375
0.55,717,859,781,2374
0.551,716,860,782,2376
0.552,716,860,783,2376
0.553,716,862,787,2379
0.554,715,862,787,2382
0.555,715,863,788,2383
0.556,714,862,788,2383
0.557,714,863,788,2383
0.558,714,863,789,2385
0.559,713,864,790,2386
0.56,714,863,790,2385
0.561,713,864,790,2385
0.562,713,864,791,2387
0.563,713,864,791,2386
0.564,713,864,791,2386
0.565,712,864,792,2387
0.566,712,864,792,2387
0.567,712,864,792,2387
0.568,712,865,793,2389
0.569,712,865,794,2390
0.57,711,866,796,2392
0.571,711,865,795,2390
0.572,711,866,795,2391
0.573,710,866,796,2391
0.574,710,867,797,2393
0.575,710,866,796,2393
0.576,710,867,798,2394
0.577,709,867,798,2394
0.578,709,867,798,2394
0.579,709,867,799,2395
0.58,709,868,799,2396
0.581,709,868,799,2396
0.582,708,868,800,2397
0.583,708,869,801,2398
0.584,708,869,801,2398
0.585,708,869,802,2399
0.586,707,869,802,2399
0.587,707,869,803,2399
0.588,707,870,803,2400
0.589,706,870,805,2402
0.59,706,870,805,2402
0.591,706,870,805,2403
0.592,705,871,807,2405
0.593,705,871,807,2405
0.594,705,871,807,2405
0.595,705,871,807,2405
0.596,704,873,810,2408
0.597,704,872,810,2407
0.598,704,872,810,2407
0.599,703,873,811,2408
0.6,703,874,812,2410
0.601,703,873,812,2410
0.602,702,874,812,2411
0.603,702,874,812,2411
0.604,702,874,813,2411
0.605,702,874,814,2412
0.606,701,875,814,2413
0.607,701,875,815,2413
0.608,701,875,815,2414
0.609,701,875,816,2414
0.61,701,875,816,2414
0.611,700,876,817,2415
0.612,700,876,818,2417
0.613,700,876,818,2417
0.614,699,876,819,2417
0.615,699,877,819,2418
0.616,699,877,819,2419
0.617,698,878,821,2420
0.618,698,878,822,2421
0.619,698,878,822,2422
0.62,698,879,823,2422
0.621,697,879,823,2423
0.622,697,879,823,2423
0.623,697,880,825,2425
0.624,697,880,825,2425
0.625,697,880,825,2426
0.626,696,880,826,2427
0.627,696,880,826,2427
0.628,696,881,828,2429
0.629,696,880,827,2427
0.63,695,881,828,2429
0.631,695,881,828,2429
0.632,695,881,829,2430
0.633,695,882,829,2430
0.634,694,882,830,2430
0.635,694,882,830,2431
0.636,694,882,830,2431
0.637,694,883,831,2432
0.638,693,883,832,2433
0.639,693,883,833,2434
0.64,693,883,833,2434
0.641,693,884,834,2435
0.642,692,884,834,2436
0.643,692,884,834,2436
0.644,691,885,837,2439
0.645,691,885,836,2438
0.646,691,885,836,2438
0.647,691,885,837,2438
0.648,691,885,837,2439
0.649,690,885,838,2439
0.65,690,886,839,2441
0.651,690,886,839,2441
0.652,689,886,840,2442
0.653,689,886,841,2442
0.654,689,887,841,2443
0.655,688,887,842,2444
0.656,688,887,842,2444
0.657,688,888,844,2446
0.658,687,889,845,2448
0.659,687,889,845,2448
0.66,687,889,846,2449
0.661,686,889,846,2449
0.662,687,889,846,2449
0.663,686,890,847,2450
0.664,686,890,847,2450
0.665,686,890,847,2450
0.666,685,890,848,2451
0.667,685,890,848,2451
0.668,685,891,849,2452
0.669,685,891,849,2453
0.67,684,891,850,2453
0.671,684,891,850,2454
0.672,684,892,851,2455
0.673,683,892,853,2456
0.674,683,893,854,2458
0.675,683,893,855,2459
0.676,683,894,855,2459
0.677,683,893,854,2458
0.678,682,893,855,2458
0.679,682,893,855,2459
0.68,682,894,856,2459
0.681,682,894,856,2460
0.682,681,894,857,2460
0.683,681,895,858,2462
0.684,681,895,858,2462
0.685,680,895,859,2463
0.686,680,895,859,2463
0.687,680,895,860,2464
0.688,680,896,860,2465
0.689,679,896,860,2465
0.69,679,896,861,2466
0.691,679,896,861,2466
0.692,679,897,862,2467
0.693,678,897,863,2468
0.694,678,897,863,2468
0.695,678,897,864,2469
0.696,678,898,864,2470
0.697,677,898,865,2470
0.698,677,898,865,2471
0.699,677,898,866,2471
0.7,677,898,866,2472
0.701,676,899,867,2473
0.702,676,899,868,2473
0.703,676,899,869,2474
0.704,675,900,869,2475
0.705,675,900,870,2476
0.706,675,900,870,2476
0.707,674,900,871,2476
0.708,674,900,871,2477
0.709,674,901,872,2478
0.71,673,901,873,2479
0.711,673,902,874,2480
0.712,673,901,873,2479
0.713,673,902,874,2480
0.714,673,902,874,2480
0.715,672,902,875,2481
0.716,672,903,876,2482
0.717,672,903,876,2482
0.718,672,903,876,2482
0.719,671,903,877,2483
0.72,671,904,878,2485
0.721,671,903,878,2484
0.722,670,904,879,2485
0.723,670,904,879,2485
0.724,670,904,880,2486
0.725,670,905,880,2486
0.726,670,905,880,2487
0.727,669,906,882,2489
0.728,668,906,883,2490
0.729,668,906,884,2491
0.73,668,906,883,2489
0.731,668,906,884,2490
0.732,668,906,884,2491
0.733,667,907,886,2493
0.734,667,907,886,2493
0.735,666,908,887,2494
0.736,666,908,888,2496
0.737,666,908,888,2495
0.738,666,907,887,2494
0.739,666,908,888,2495
0.74,665,909,889,2497
0.741,665,908,889,2496
0.742,665,909,889,2496
0.743,665,909,890,2497
0.744,665,909,890,2498
0.745,664,909,891,2498
0.746,664,909,891,2498
0.747,663,910,892,2499
0.748,663,910,893,2500
0.749,663,910,893,2500
0.75,663,910,893,2501
0.751,662,911,895,2502
0.752,662,911,895,2503
0.753,661,911,896,2503
0.754,661,912,896,2504
0.755,661,912,897,2505
0.756,661,912,897,2505
0.757,660,912,898,2506
0.758,660,912,898,2506
0.759,660,913,898,2506
0.76,660,913,899,2507
0.761,659,914,901,2510
0.762,659,914,902,2510
0.763,658,914,902,2511
0.764,658,914,902,2511
0.765,658,915,903,2511
0.766,658,915,903,2512
0.767,657,915,904,2513
0.768,657,916,905,2513
0.769,657,916,905,2514
0.77,657,916,906,2515
0.771,657,916,906,2515
0.772,656,916,906,2516
0.773,656,917,908,2517
0.774,656,917,908,2517
0.775,655,917,909,2518
0.776,655,917,909,2518
0.777,655,918,910,2519
0.778,654,918,910,2520
0.779,654,918,910,2520
0.78,654,919,911,2521
0.781,653,919,912,2522
0.782,653,919,912,2522
0.783,653,919,912,2521
0.784,653,919,912,2521
0.785,653,919,913,2522
0.786,653,919,913,2523
0.787,652,919,913,2523
0.788,652,920,914,2524
0.789,652,920,915,2525
0.79,652,920,915,2525
0.791,651,920,916,2526
0.792,651,921,917,2527
0.793,651,921,918,2528
0.794,650,922,918,2528
0.795,650,922,918,2529
0.796,650,922,920,2530
0.797,649,923,920,2531
0.798,649,923,921,2531
0.799,649,922,920,2530
0.8,648,923,922,2532
0.801,648,923,922,2532
0.802,648,923,922,2532
0.803,648,923,922,2532
0.804,648,923,922,2532
0.805,647,924,924,2534
0.806,647,924,925,2535
0.807,647,924,925,2535
0.808,646,925,926,2536
0.809,646,925,926,2537
0.81,646,925,927,2537
0.811,646,925,927,2537
0.812,646,925,927,2537
0.813,645,926,929,2540
0.814,645,926,928,2539
0.815,644,926,929,2540
0.816,644,926,929,2539
0.817,644,927,931,2542
0.818,643,927,931,2542
0.819,643,927,931,2542
0.82,643,928,932,2543
0.821,642,928,933,2543
0.822,642,928,933,2544
0.823,642,928,934,2545
0.824,642,928,934,2544
0.825,642,928,934,2544
0.826,641,928,934,2545
0.827,641,928,935,2545
0.828,641,929,935,2545
0.829,640,929,936,2546
0.83,640,929,936,2546
0.831,640,929,937,2547
0.832,639,930,938,2548
0.833,639,930,938,2549
0.834,639,930,938,2549
0.835,639,931,940,2551
0.836,639,931,940,2551
0.837,638,931,940,2551
0.838,638,932,942,2553
0.839,638,931,941,2552
0.84,637,932,942,2553
0.841,637,932,943,2554
0.842,636,932,943,2554
0.843,636,932,944,2555
0.844,636,932,944,2554
0.845,636,932,944,2555
0.846,636,933,945,2556
0.847,635,933,945,2556
0.848,635,934,947,2558
0.849,635,934,947,2558
0.85,634,934,948,2559
0.851,634,934,949,2560
0.852,634,935,949,2560
0.853,633,935,949,2561
0.854,633,935,950,2561
0.855,633,935,949,2560
0.856,633,935,950,2561
0.857,632,936,952,2563
0.858,632,936,952,2564
0.859,632,936,952,2564
0.86,631,936,953,2564
0.861,631,936,952,2563
0.862,631,936,953,2564
0.863,631,936,953,2565
0.864,630,937,954,2565
0.865,630,937,955,2566
0.866,630,937,955,2567
0.867,630,937,955,2566
0.868,629,937,956,2567
0.869,629,938,956,2567
0.87,629,938,958,2569
0.871,628,939,959,2570
0.872,628,939,958,2570
0.873,628,938,958,2569
0.874,628,939,959,2570
0.875,627,939,960,2571
0.876,627,939,961,2572
0.877,626,940,962,2573
0.878,626,940,961,2572
0.879,626,940,962,2573
0.88,626,940,963,2574
0.881,626,940,962,2573
0.882,625,941,964,2575
0.883,625,941,964,2576
0.884,625,941,965,2576
0.885,625,941,965,2576
0.886,624,942,966,2578
0.887,624,942,967,2578
0.888,624,942,966,2578
0.889,623,942,967,2579
0.89,623,943,968,2580
0.891,623,943,968,2580
0.892,623,943,969,2580
0.893,622,943,970,2582
0.894,622,943,970,2582
0.895,622,944,970,2582
0.896,622,944,971,2583
0.897,622,944,971,2583
0.898,621,944,972,2584
0.899,620,945,973,2586
0.9,620,945,973,2585
0.901,620,945,973,2585
0.902,619,946,975,2587
0.903,619,946,975,2587
0.904,619,946,975,2588
0.905,619,946,976,2588
0.906,619,946,976,2588
0.907,618,947,977,2589
0.908,618,947,978,2590
0.909,618,947,978,2590
0.91,618,947,978,2590
0.911,617,947,979,2591
0.912,617,947,979,2591
0.913,616,948,980,2592
0.914,616,948,980,2592
0.915,616,948,980,2592
0.916,616,948,981,2593
0.917,616,948,981,2594
0.918,615,949,982,2594
0.919,615,949,983,2595
0.92,615,949,983,2596
0.921,614,950,984,2596
0.922,614,950,984,2596
0.923,614,950,985,2597
0.924,614,950,985,2598
0.925,613,950,985,2598
0.926,613,950,986,2598
0.927,613,951,987,2600
0.928,613,951,987,2600
0.929,612,951,988,2600
0.93,612,952,989,2602
0.931,612,951,989,2601
0.932,611,952,990,2602
0.933,611,952,989,2602
0.934,611,952,990,2602
0.935,611,952,991,2603
0.936,611,952,991,2603
0.937,610,953,992,2604
0.938,610,953,992,2605
0.939,609,953,993,2605
0.94,609,953,993,2606
0.941,609,954,994,2606
0.942,609,954,994,2607
0.943,608,954,995,2608
0.944,608,954,996,2608
0.945,608,955,996,2609
0.946,607,955,997,2609
0.947,607,955,997,2610
0.948,607,955,997,2610
0.949,607,955,998,2611
0.95,606,956,999,2612
0.951,606,956,999,2612
0.952,606,956,1000,2613
0.953,606,956,1000,2613
0.954,605,957,1001,2614
0.955,605,957,1001,2614
0.956,605,957,1002,2615
0.957,604,957,1002,2615
0.958,604,957,1003,2616
0.959,604,958,1003,2616
0.96,604,958,1004,2617
0.961,603,958,1004,2618
0.962,603,958,1005,2618
0.963,603,958,1005,2618
0.964,602,959,1006,2619
0.965,602,959,1006,2619
0.966,602,959,1007,2620
0.967,602,959,1007,2620
0.968,601,959,1008,2621
0.969,601,960,1009,2622
0.97,601,960,1009,2622
0.971,600,960,1009,2622
0.972,600,960,1010,2623
0.973,600,960,1010,2623
0.974,600,961,1011,2624
0.975,599,961,1012,2624
0.976,599,961,1012,2624
0.977,599,961,1012,2625
0.978,598,961,1012,2625
0.979,598,961,1013,2626
0.98,598,962,1014,2626
0.981,597,962,1014,2627
0.982,597,962,1014,2627
0.983,597,962,1015,2628
0.984,597,963,1015,2628
0.985,596,963,1017,2629
0.986,596,963,1017,2629
0.987,596,963,1017,2630
0.988,596,963,1017,2630
0.989,596,963,1018,2630
0.99,595,964,1018,2631
0.991,595,964,1018,2631
0.992,595,964,1019,2632
0.993,594,964,1020,2633
0.994,594,964,1020,2633
0.995,594,965,1021,2633
0.996,593,965,1021,2634
0.997,593,965,1022,2635
0.998,593,965,1022,2635
0.999,593,965,1023,2635
0.001,1897,1623,1102,4582
0.002,1895,1619,1100,4575
0.003,1889,1613,1096,4559
0.004,1889,1613,1096,4558
0.005,1889,1613,1097,4559
0.006,1888,1611,1096,4555
0.007,1887,1612,1098,4557
0.008,1888,1613,1100,4561
0.009,1888,1614,1101,4563
0.01,1887,1614,1101,4563
0.011,1887,1615,1103,4565
0.012,1888,1615,1103,4567
0.013,1889,1618,1107,4575
0.014,1928,1655,1134,4678
0.015,1930,1657,1135,4683
0.016,1927,1656,1135,4679
0.017,1926,1656,1136,4680
0.018,1926,1656,1137,4681
0.019,1926,1658,1140,4686
0.02,1925,1660,1142,4689
0.021,1925,1660,1142,4689
0.022,1925,1661,1144,4692
0.023,1925,1662,1146,4695
0.024,1924,1662,1146,4695
0.025,1924,1664,1148,4700
0.026,1924,1666,1152,4705
0.027,1924,1666,1152,4704
0.028,1924,1667,1154,4708
0.029,1924,1668,1155,4710
0.03,1924,1668,1155,4711
0.031,1923,1670,1158,4715
0.032,1923,1671,1161,4720
0.033,1924,1672,1161,4721
0.034,1923,1673,1163,4724
0.035,1923,1674,1164,4725
0.036,1923,1674,1165,4726
0.037,1923,1676,1167,4731
0.038,1923,1677,1170,4735
0.039,1922,1678,1170,4735
0.04,1922,1678,1171,4738
0.041,1922,1680,1174,4741
0.042,1922,1682,1176,4745
0.043,1922,1682,1177,4746
0.044,1922,1683,1179,4750
0.045,1922,1684,1180,4752
0.046,1922,1685,1181,4754
0.047,1921,1686,1183,4757
0.048,1921,1686,1183,4757
0.049,1921,1688,1186,4762
0.05,1921,1690,1189,4766
0.051,1921,1690,1190,4768
0.052,1921,1692,1193,4773
0.053,1921,1694,1195,4777
0.054,1921,1694,1196,4779
0.055,1921,1695,1197,4781
0.056,1920,1696,1199,4783
0.057,1921,1697,1200,4785
0.058,1920,1698,1202,4789
0.059,1920,1700,1205,4794
0.06,1920,1701,1206,4795
0.061,1920,1701,1207,4797
0.062,1920,1703,1209,4800
0.063,1920,1703,1209,4801
0.064,1920,1705,1212,4806
0.065,1920,1706,1214,4809
0.066,1920,1707,1215,4811
0.067,1919,1707,1215,4812
0.068,1919,1709,1218,4817
0.069,1919,1711,1221,4822
0.07,1919,1711,1221,4822
0.071,1919,1712,1224,4826
0.072,1919,1713,1225,4828
0.073,1919,1713,1225,4827
0.074,1919,1715,1228,4832
0.075,1919,1716,1230,4836
0.076,1919,1717,1231,4838
0.077,1918,1718,1232,4839
0.078,1919,1719,1234,4844
0.079,1919,1722,1237,4849
0.08,1918,1722,1237,4849
0.081,1918,1723,1239,4852
0.082,1918,1724,1241,4854
0.083,1918,1724,1241,4855
0.084,1918,1726,1244,4860
0.085,1918,1727,1245,4862
0.086,1918,1728,1247,4865
0.087,1917,1728,1247,4866
0.088,1917,1730,1250,4870
0.089,1917,1731,1253,4874
0.09,1917,1732,1253,4876
0.091,1917,1733,1255,4879
0.092,1917,1734,1257,4881
0.093,1917,1734,1257,4882
0.094,1917,1736,1259,4886
0.095,1916,1738,1262,4891
0.096,1916,1738,1263,4891
0.097,1916,1740,1265,4896
0.098,1916,1740,1266,4898
0.099,1916,1741,1268,4900
0.1,1916,1744,1272,4908
0.101,1916,1744,1272,4908
0.102,1915,1746,1274,4911
0.103,1916,1747,1276,4914
0.104,1916,1747,1277,4916
0.105,1915,1749,1279,4919
0.106,1915,1751,1282,4924
0.107,1915,1751,1283,4925
0.108,1915,1752,1284,4928
0.109,1915,1753,1285,4930
0.11,1915,1755,1288,4935
0.111,1915,1755,1289,4936
0.112,1915,1757,1291,4940
0.113,1915,1757,1292,4942
0.114,1915,1758,1293,4944
0.115,1915,1759,1295,4947
0.116,1915,1760,1296,4948
0.117,1915,1762,1299,4953
0.118,1914,1763,1301,4956
0.119,1914,1764,1302,4958
0.12,1914,1765,1303,4961
0.121,1914,1765,1305,4963
0.122,1914,1766,1305,4964
0.123,1914,1768,1308,4969
0.124,1914,1769,1310,4973
0.125,1914,1770,1311,4974
0.126,1914,1770,1312,4976
0.127,1914,1772,1314,4980
0.128,1914,1774,1317,4984
0.129,1914,1774,1318,4986
0.13,1913,1775,1318,4987
0.131,1913,1776,1321,4991
0.132,1913,1778,1324,4996
0.133,1913,1779,1324,4997
0.134,1913,1780,1326,5000
0.135,1913,1781,1327,5003
0.136,1913,1781,1328,5004
0.137,1913,1783,1331,5008
0.138,1913,1783,1331,5008
0.139,1913,1785,1334,5014
0.14,1913,1786,1336,5017
0.141,1913,1787,1337,5019
0.142,1913,1788,1339,5022
0.143,1913,1789,1340,5024
0.144,1913,1790,1341,5025
0.145,1912,1791,1343,5030
0.146,1912,1793,1346,5034
0.147,1912,1794,1347,5035
0.148,1912,1795,1348,5038
0.149,1912,1796,1350,5041
0.15,1912,1796,1351,5042
0.151,1912,1799,1355,5049
0.152,1912,1800,1356,5051
0.153,1912,1801,1357,5054
0.154,1912,1802,1360,5058
0.155,1911,1804,1362,5062
0.156,1911,1804,1363,5063
0.157,1911,1805,1364,5066
0.158,1911,1806,1366,5069
0.159,1911,1807,1367,5070
0.16,1911,1808,1369,5074
0.161,1911,1810,1372,5079
0.162,1911,1811,1373,5079
0.163,1911,1812,1374,5082
0.164,1911,1813,1376,5085
0.165,1911,1813,1377,5087
0.166,1911,1815,1379,5091
0.167,1910,1817,1381,5095
0.168,1910,1817,1382,5096
0.169,1910,1818,1383,5098
0.17,1910,1819,1386,5102
0.171,1910,1819,1386,5102
0.172,1910,1821,1389,5108
0.173,1910,1823,1392,5112
0.174,1910,1823,1392,5113
0.175,1910,1824,1394,5116
0.176,1910,1826,1395,5118
0.177,1910,1826,1396,5119
0.178,1909,1828,1398,5124
0.179,1909,1829,1401,5127
0.18,1909,1830,1402,5129
0.181,1909,1830,1402,5131
0.182,1909,1832,1405,5135
0.183,1909,1832,1405,5135
0.184,1909,1834,1408,5140
0.185,1909,1836,1411,5145
0.186,1909,1836,1411,5146
0.187,1909,1837,1413,5149
0.188,1909,1838,1415,5152
0.189,1909,1839,1415,5153
0.19,1909,1840,1418,5157
0.191,1908,1842,1421,5162
0.192,1908,1842,1421,5162
0.193,1909,1844,1423,5166
0.194,1908,1845,1424,5168
0.195,1908,1845,1425,5169
0.196,1908,1847,1427,5173
0.197,1908,1847,1428,5174
0.198,1908,1849,1431,5179
0.199,1908,1850,1433,5183
0.2,1908,1853,1437,5185
0.201,1907,1854,1438,5191
0.202,1907,1855,1440,5194
0.203,1907,1855,1441,5196
0.204,1908,1856,1441,5198
0.205,1907,1858,1444,5202
0.206,1907,1860,1447,5207
0.207,1907,1860,1447,5207
0.208,1907,1861,1449,5211
0.209,1907,1862,1451,5213
0.21,1907,1863,1452,5215
0.211,1907,1864,1453,5218
0.212,1907,1864,1454,5219
0.213,1907,1866,1457,5224
0.214,1907,1869,1460,5229
0.215,1907,1869,1460,5230
0.216,1907,1869,1461,5232
0.217,1907,1871,1463,5236
0.218,1907,1871,1464,5236
0.219,1906,1872,1466,5240
0.22,1906,1874,1469,5245
0.221,1906,1874,1469,5245
0.222,1906,1876,1471,5249
0.223,1906,1877,1473,5251
0.224,1906,1878,1474,5253
0.225,1906,1879,1476,5257
0.226,1906,1881,1478,5261
0.227,1906,1881,1479,5263
0.228,1906,1882,1480,5264
0.229,1906,1883,1482,5268
0.23,1906,1883,1483,5269
0.231,1905,1885,1485,5273
0.232,1905,1887,1488,5277
0.233,1905,1887,1489,5279
0.234,1905,1888,1489,5280
0.235,1905,1889,1492,5284
0.236,1905,1892,1495,5289
0.237,1905,1892,1495,5289
0.238,1905,1893,1497,5293
0.239,1905,1894,1498,5295
0.24,1905,1895,1500,5298
0.241,1904,1896,1502,5300
0.242,1905,1896,1502,5301
0.243,1904,1898,1505,5306
0.244,1904,1899,1506,5307
0.245,1904,1900,1508,5311
0.246,1904,1900,1508,5311
0.247,1904,1902,1511,5316
0.248,1904,1903,1513,5320
0.249,1903,1904,1514,5322
0.25,1904,1905,1516,5324
0.251,1903,1908,1520,5332
0.252,1903,1908,1521,5333
0.253,1903,1909,1522,5334
0.254,1903,1911,1524,5338
0.255,1903,1911,1524,5339
0.256,1903,1913,1527,5344
0.257,1903,1914,1530,5348
0.258,1903,1915,1530,5349
0.259,1903,1915,1531,5351
0.26,1903,1917,1534,5356
0.261,1902,1919,1537,5360
0.262,1903,1919,1537,5361
0.263,1902,1921,1539,5364
0.264,1902,1921,1540,5366
0.265,1902,1922,1541,5367
0.266,1902,1924,1544,5372
0.267,1902,1926,1547,5377
0.268,1902,1926,1547,5378
0.269,1902,1927,1549,5381
0.27,1902,1928,1550,5383
0.271,1902,1929,1552,5386
0.272,1902,1930,1553,5389
0.273,1902,1930,1554,5390
0.274,1902,1932,1557,5395
0.275,1901,1935,1560,5400
0.276,1901,1935,1561,5402
0.277,1901,1935,1561,5402
0.278,1901,1937,1564,5406
0.279,1901,1937,1564,5407
0.28,1901,1938,1566,5410
0.281,1901,1938,1566,5410
0.282,1901,1940,1569,5415
0.283,1901,1942,1572,5420
0.284,1901,1943,1573,5422
0.285,1901,1944,1574,5424
0.286,1901,1945,1576,5427
0.287,1901,1945,1576,5428
0.288,1901,1947,1579,5433
0.289,1900,1947,1580,5434
0.29,1900,1949,1582,5438
0.291,1900,1949,1582,5438
0.292,1900,1951,1585,5442
0.293,1900,1953,1588,5447
0.294,1900,1953,1589,5449
0.295,1900,1954,1590,5451
0.296,1900,1955,1592,5454
0.297,1900,1956,1593,5455
0.298,1899,1957,1595,5460
0.299,1899,1959,1598,5464
0.3,1899,1960,1599,5467
0.301,1899,1962,1602,5471
0.302,1899,1963,1604,5475
0.303,1899,1964,1605,5476
0.304,1899,1964,1605,5477
0.305,1899,1966,1608,5481
0.306,1898,1968,1611,5487
0.307,1899,1968,1611,5487
0.308,1899,1969,1613,5491
0.309,1898,1970,1614,5492
0.31,1899,1970,1615,5493
0.311,1898,1972,1618,5498
0.312,1898,1974,1620,5503
0.313,1898,1974,1621,5503
0.314,1898,1976,1623,5507
0.315,1898,1976,1624,5508
0.316,1898,1977,1625,5511
0.317,1897,1978,1627,5514
0.318,1898,1979,1627,5514
0.319,1897,1980,1630,5519
0.32,1897,1982,1632,5522
0.321,1897,1983,1633,5525
0.322,1897,1983,1634,5526
0.323,1897,1985,1637,5531
0.324,1897,1987,1640,5537
0.325,1897,1987,1640,5537
0.326,1897,1988,1642,5540
0.327,1897,1989,1643,5542
0.328,1897,1989,1643,5542
0.329,1896,1991,1647,5547
0.33,1896,1993,1650,5552
0.331,1896,1993,1650,5553
0.332,1896,1994,1651,5555
0.333,1896,1995,1653,5557
0.334,1896,1995,1653,5558
0.335,1896,1997,1656,5563
0.336,1896,1999,1658,5567
0.337,1896,1999,1659,5569
0.338,1896,2000,1660,5571
0.339,1895,2001,1662,5574
0.34,1895,2002,1663,5575
0.341,1895,2004,1666,5580
0.342,1895,2006,1669,5585
0.343,1895,2006,1669,5585
0.344,1895,2007,1671,5588
0.345,1895,2008,1672,5591
0.346,1895,2008,1673,5592
0.347,1895,2010,1675,5596
0.348,1895,2012,1678,5601
0.349,1895,2012,1679,5602
0.35,1895,2012,1678,5601
0.351,1894,2015,1683,5609
0.352,1894,2016,1685,5612
0.353,1894,2016,1685,5611
0.354,1894,2018,1688,5617
0.355,1894,2018,1688,5616
0.356,1894,2020,1690,5621
0.357,1893,2023,1696,5630
0.358,1893,2022,1694,5627
0.359,1894,2023,1695,5629
0.36,1893,2024,1697,5632
0.361,1893,2024,1697,5632
0.362,1893,2026,1700,5637
0.363,1893,2027,1702,5641
0.364,1893,2028,1703,5642
